Date,Symbol,Timeframe,Direction,Signal Price,Optimum Price,TP Price,Stop Loss Price,TP % (Signal),TP % (Optimum),SL % (Signal),SL % (Optimum),Current Price,Status,MessageID,Signal Validity Time,Optimum Validity Time,Signal Timestamp,Breakout Possibility,AlertSent
2025-10-13 15:05:06,LLY.US,1-hour,Long,820.13,777.68846,842.5,765.1692,2.73%,8.33%,6.70%,1.61%,1078.43,New,199def6541106342,2025-10-16 18:00:00,2025-10-17 23:00:00,2025-10-13 18:00:00,5%,SKIPPED
2025-10-10 9:36:02,ORLY.US,4-hour,Long,100.04,91.99088,104.1813,89.488,4.14%,13.25%,10.55%,2.72%,88.09,New,199ce5d7d2750801,2025-10-14 8:00:00,2025-10-24 8:00:00,2025-10-10 12:00:00,10%,SKIPPED
2025-10-10 11:29:12,NAS100,1-hour,Long,24655.1,24595.67687,25112.86087,24493.35128,1.86%,2.10%,0.66%,0.42%,#N/A,New,199cebd9a9bbdb71,2025-10-10 21:00:00,2025-10-11 10:00:00,2025-10-10 14:00:00,21%,SKIPPED
2025-10-10 11:37:22,AMD.US,1-hour,Long,214.7284,209.17319,224.33826,199.91451,4.48%,7.25%,6.90%,4.43%,488.34,New,199cec516cca1858,2025-10-11 14:00:00,2025-10-13 12:00:00,2025-10-10 14:00:00,5%,SKIPPED
2025-10-10 12:05:02,COP.US,1-hour,Long,88.97,85.83172,93.00739,84.06884,4.54%,8.36%,5.51%,2.05%,118.45,New,199cede782556229,2025-10-11 15:00:00,2025-10-13 13:00:00,2025-10-10 15:00:00,30%,SKIPPED
2025-10-10 12:05:02,AAPL.US,1-hour,Long,247.77711,240.2795,255.53043,237.6997,3.13%,6.35%,4.07%,1.07%,310.38,New,199cede782556229,2025-10-11 15:00:00,2025-10-13 13:00:00,2025-10-10 15:00:00,19%,SKIPPED
2025-10-10 12:05:02,VRSN.US,1-hour,Long,260.32,249.90438,265.75478,246.43879,2.09%,6.34%,5.33%,1.39%,308,New,199cede782556229,2025-10-11 15:00:00,2025-10-13 13:00:00,2025-10-10 15:00:00,35%,SKIPPED
2025-10-10 13:05:02,SNPS.US,1-hour,Long,450.1,422.08696,478.67043,410.70671,6.35%,13.41%,8.75%,2.70%,535.38,New,199cf155a8b03934,2025-10-11 16:00:00,2025-10-13 14:00:00,2025-10-10 16:00:00,12%,SKIPPED
2025-10-10 13:05:02,CTAS.US,4-hour,Long,190.22,174.44507,200.62348,170.03067,5.47%,15.01%,10.61%,2.53%,171.17,New,199cf155a8b03934,2025-10-13 20:00:00,2025-10-21 20:00:00,2025-10-10 16:00:00,25%,SKIPPED
2025-10-10 13:05:02,SBUX.US,4-hour,Long,79.35,71.30267,83.31652,68.86555,5.00%,16.85%,13.21%,3.42%,101.63,New,199cf155a8b03934,2025-10-13 20:00:00,2025-10-21 20:00:00,2025-10-10 16:00:00,25%,SKIPPED
2025-10-10 13:26:12,ODFL.US,1-hour,Long,134.33006,123.70684,141.53348,120.55028,5.36%,14.41%,10.26%,2.55%,214.99,New,199cf28b84b13059,2025-10-11 16:00:00,2025-10-13 14:00:00,2025-10-10 16:00:00,10%,SKIPPED
2025-10-10 13:26:12,LOW.US,1-hour,Long,231.86514,226.76338,236.47826,224.49586,1.99%,4.28%,3.18%,1.00%,212.06,New,199cf28b84b13059,2025-10-11 16:00:00,2025-10-13 14:00:00,2025-10-10 16:00:00,15%,SKIPPED
2025-10-10 14:05:03,MCHP.US,1-hour,Long,61.68,56.71932,65.14913,55.09717,5.62%,14.86%,10.67%,2.86%,97.33,New,199cf4c4a872b040,2025-10-11 17:00:00,2025-10-12 22:00:00,2025-10-10 17:00:00,15%,SKIPPED
2025-10-10 14:05:03,LRCX.US,1-hour,Long,133.28072,126.42611,140.27217,123.50102,5.25%,10.95%,7.34%,2.31%,315.08,New,199cf4c4a872b040,2025-10-11 17:00:00,2025-10-12 22:00:00,2025-10-10 17:00:00,10%,SKIPPED
2025-10-10 14:05:03,NXPI.US,1-hour,Long,210.08,199.35277,220.24522,194.63306,4.84%,10.48%,7.35%,2.37%,327.75,New,199cf4c4a872b040,2025-10-11 17:00:00,2025-10-12 22:00:00,2025-10-10 17:00:00,17%,SKIPPED
2025-10-10 14:57:32,SWKS.US,1-hour,Long,70.1077,67.72976,74.11826,66.19763,5.72%,9.43%,5.58%,2.26%,81.81,New,199cf7c58a75abf4,2025-10-11 17:00:00,2025-10-12 22:00:00,2025-10-10 17:00:00,25%,SKIPPED
2025-10-10 14:57:32,UBER.US,1-hour,Long,93.95421,89.32926,97.19478,87.65193,3.45%,8.81%,6.71%,1.88%,70.58,New,199cf7c58a75abf4,2025-10-11 17:00:00,2025-10-12 22:00:00,2025-10-10 17:00:00,5%,SKIPPED
2025-10-10 15:05:02,ISRG.US,1-hour,Long,432.8,417.19626,443.62087,411.88272,2.50%,6.33%,4.83%,1.27%,436.45,New,199cf8334faecf38,2025-10-11 18:00:00,2025-10-12 23:00:00,2025-10-10 18:00:00,5%,SKIPPED
2025-10-10 15:05:02,ADBE.US,1-hour,Long,338,318.97872,346.03783,314.57652,2.38%,8.48%,6.93%,1.38%,242.3,New,199cf8334faecf38,2025-10-11 18:00:00,2025-10-12 23:00:00,2025-10-10 18:00:00,10%,SKIPPED
2025-10-10 15:31:02,ACN.US,1-hour,Long,241.71927,226.72528,249.72043,222.48352,3.31%,10.14%,7.96%,1.87%,178.21,New,199cf9b0698eff32,2025-10-11 18:00:00,2025-10-12 23:00:00,2025-10-10 18:00:00,5%,SKIPPED
2025-10-10 15:40:37,LIN.US,1-hour,Long,455.11,438.69365,463.67391,433.93724,1.88%,5.69%,4.65%,1.08%,514.92,New,199cfa3c6f93f964,2025-10-11 18:00:00,2025-10-12 23:00:00,2025-10-10 18:00:00,25%,SKIPPED
2025-10-10 16:01:52,NAS100,4-hour,Long,24207.92688,23904.08103,25007.4913,23680.51664,3.30%,4.62%,2.18%,0.94%,#N/A,New,199cfb746ce81311,2025-10-11 20:00:00,2025-10-13 20:00:00,2025-10-10 16:00:00,10%,SKIPPED
2025-10-09 9:36:09,JNJ.US,Daily,Short,189.38,202.69661,180.3387,207.97669,4.77%,11.03%,9.82%,2.60%,231.19,New,199c92fc1757329f,2025-10-17 20:00:00,2025-11-04 19:00:00,2025-10-08 20:00:00,20%,SKIPPED
2025-10-09 12:05:04,ANET.US,1-hour,Short,156.66,167.57143,151.67043,172.04815,3.18%,9.49%,9.82%,2.67%,159.34,New,199c9b81944c8ad6,2025-10-10 15:00:00,2025-10-12 13:00:00,2025-10-09 15:00:00,25%,SKIPPED
2025-10-09 13:53:09,VRSN.US,4-hour,Long,261.64637,242.79726,276.09348,235.56216,5.52%,13.71%,9.97%,2.98%,308,New,199ca1b0ced5f025,2025-10-12 20:00:00,2025-10-22 20:00:00,2025-10-09 16:00:00,10%,SKIPPED
2025-10-09 14:05:04,HD.US,1-hour,Long,379.24,369.39513,384.90087,366.32521,1.49%,4.20%,3.41%,0.83%,309.75,New,199ca25f33c88963,2025-10-10 17:00:00,2025-10-11 22:00:00,2025-10-09 17:00:00,20%,SKIPPED
2025-10-09 14:12:54,GOOG.US,1-hour,Long,240.93292,224.96023,246.39087,221.78362,2.27%,9.53%,7.95%,1.41%,382.55,New,199ca2d1ef333084,2025-10-10 17:00:00,2025-10-11 22:00:00,2025-10-09 17:00:00,5%,SKIPPED
2025-10-09 16:00:39,CTAS.US,1-hour,Long,191.3129,187.43055,197.30478,185.1472,3.13%,5.27%,3.22%,1.22%,171.17,New,199ca8fc8b1cff82,2025-10-10 18:00:00,2025-10-11 23:00:00,2025-10-09 18:00:00,45%,SKIPPED
2025-10-08 9:36:05,AMD.US,Daily,Short,211.39,240.7894,163.74739,257.5443,22.54%,32.00%,21.83%,6.96%,488.34,New,199c409537b9daa3,2025-10-16 20:00:00,2025-11-03 19:00:00,2025-10-07 20:00:00,17%,SKIPPED
2025-10-08 9:36:05,TMO.US,Daily,Short,535.02,614.17559,489.20783,641.58239,8.56%,20.35%,19.92%,4.46%,447.3,New,199c409537b9daa3,2025-10-16 20:00:00,2025-11-03 19:00:00,2025-10-07 20:00:00,5%,SKIPPED
2025-10-08 9:36:05,HD.US,Daily,Long,385.01,336.54904,410.12043,324.95033,6.52%,21.86%,15.60%,3.45%,309.75,New,199c409537b9daa3,2025-10-16 20:00:00,2025-11-03 19:00:00,2025-10-07 20:00:00,5%,SKIPPED
